txn_id,batch_date,account_id,client_ref,fund_code,txn_type,units,trade_ts
T500005,2026-08-03,ACC-1024,CR-227554-G,FND-107,BUY,74.7193,2026-08-03T19:48:52Z
T500011,2026-08-03,ACC-1006,CR-595853-C,FND-103,SELL,679.5052,2026-08-03T17:39:17Z
T500017,2026-08-03,ACC-1018,CR-681846-G,FND-101,SELL,183.2866,2026-08-03T16:46:42Z
T500023,2026-08-03,ACC-1021,CR-478599-B,FND-109,BUY,244.7734,2026-08-03T13:04:32Z
T500024,2026-08-03,ACC-1020,CR-788569-K,FND-103,SELL,24.7714,2026-08-03T17:50:37Z
T500028,2026-08-03,ACC-1025,CR-248506-E,FND-108,BUY,204.9931,2026-08-03T18:41:37Z
T500030,2026-08-03,ACC-1037,CR-894798-D,FND-104,SELL,273.1565,2026-08-03T16:57:36Z
T500036,2026-08-03,ACC-1036,CR-353521-J,FND-106,BUY,293.5935,2026-08-03T15:37:06Z
T500043,2026-08-03,ACC-1009,CR-389776-C,FND-101,BUY,167.2417,2026-08-03T20:07:05Z
T500047,2026-08-03,ACC-1027,CR-866359-C,FND-106,BUY,103.6156,2026-08-03T16:49:42Z
T500054,2026-08-03,ACC-1004,CR-394617-B,FND-103,SELL,524.9457,2026-08-03T17:19:29Z
T500059,2026-08-03,ACC-1005,CR-964011-B,FND-105,SELL,868.6037,2026-08-03T13:13:17Z
T500061,2026-08-03,ACC-1026,CR-566361-F,FND-109,BUY,41.8080,2026-08-03T13:16:16Z
T500066,2026-08-03,ACC-1020,CR-788569-K,FND-103,BUY,210.4597,2026-08-03T21:01:56Z
T500067,2026-08-03,ACC-1003,CR-952930-B,FND-106,BUY,200.0727,2026-08-03T17:21:18Z
T500069,2026-08-03,ACC-1037,CR-894798-D,FND-107,SELL,157.1313,2026-08-03T20:08:12Z
T500074,2026-08-03,ACC-1018,CR-681846-G,FND-103,BUY,142.8271,2026-08-03T15:31:45Z
T500078,2026-08-03,ACC-1022,CR-996587-K,FND-109,SELL,89.7700,2026-08-03T15:36:16Z
T500081,2026-08-03,ACC-1014,CR-413459-F,FND-103,SELL,71.3529,2026-08-03T20:43:07Z
T500086,2026-08-03,ACC-1031,CR-414702-G,FND-101,BUY,225.4992,2026-08-03T21:13:09Z
T500087,2026-08-03,ACC-1015,CR-668840-D,FND-107,BUY,184.4573,2026-08-03T15:47:32Z
T500091,2026-08-03,ACC-1012,CR-131183-C,FND-106,BUY,20.1594,2026-08-03T14:27:27Z
T500097,2026-08-03,ACC-1025,CR-248506-E,FND-103,BUY,213.4778,2026-08-03T21:05:05Z
T500103,2026-08-03,ACC-1037,CR-894798-D,FND-103,BUY,262.5337,2026-08-03T18:21:38Z
T500105,2026-08-03,ACC-1025,CR-248506-E,FND-106,BUY,39.1061,2026-08-03T20:18:13Z
T500107,2026-08-03,ACC-1036,CR-353521-J,FND-104,SELL,42.0319,2026-08-03T13:53:39Z
T500113,2026-08-03,ACC-1005,CR-964011-B,FND-109,BUY,226.1379,2026-08-03T19:02:33Z
T500117,2026-08-03,ACC-1025,CR-248506-E,FND-106,BUY,278.7347,2026-08-03T15:31:00Z
T500121,2026-08-03,ACC-1025,CR-248506-E,FND-105,SELL,324.1721,2026-08-03T14:07:20Z
