txn_id,batch_date,account_id,client_ref,fund_code,txn_type,units,trade_ts
T501070,2026-08-17,ACC-1035,CR-848470-F,FND-106,SELL,26.3055,2026-08-17T17:14:07Z
T501074,2026-08-17,ACC-1002,CR-818622-G,FND-104,SELL,129.2436,2026-08-17T18:02:15Z
T501076,2026-08-17,ACC-1019,CR-572467-J,FND-107,BUY,187.4576,2026-08-17T19:41:48Z
T501082,2026-08-17,ACC-1015,CR-668840-D,FND-103,BUY,206.8550,2026-08-17T20:31:56Z
T501089,2026-08-17,ACC-1003,CR-952930-B,FND-102,BUY,86.4273,2026-08-17T19:20:00Z
T501095,2026-08-17,ACC-1003,CR-952930-B,FND-102,SELL,27.2637,2026-08-17T21:46:20Z
T501101,2026-08-17,ACC-1004,CR-394617-B,FND-106,SELL,62.9779,2026-08-17T21:48:23Z
T501102,2026-08-17,ACC-1033,CR-884054-A,FND-103,BUY,68.5942,2026-08-17T18:21:30Z
T501106,2026-08-17,ACC-1011,CR-136745-E,FND-108,BUY,107.8781,2026-08-17T15:07:30Z
T501107,2026-08-17,ACC-1036,CR-353521-J,FND-107,BUY,109.5595,2026-08-17T20:48:51Z
T501112,2026-08-17,ACC-1039,CR-218347-C,FND-105,SELL,238.5442,2026-08-17T18:09:51Z
T501119,2026-08-17,ACC-1005,CR-964011-B,FND-108,BUY,22.1867,2026-08-17T19:25:02Z
T501124,2026-08-17,ACC-1037,CR-894798-D,FND-101,BUY,22.0590,2026-08-17T16:54:10Z
T501129,2026-08-17,ACC-1031,CR-414702-G,FND-102,SELL,721.0543,2026-08-17T15:46:44Z
T501133,2026-08-17,ACC-1007,CR-490152-D,FND-108,BUY,21.3026,2026-08-17T17:41:55Z
T501139,2026-08-17,ACC-1037,CR-894798-D,FND-104,SELL,478.1685,2026-08-17T17:05:07Z
T501142,2026-08-17,ACC-1027,CR-866359-C,FND-103,SELL,485.0370,2026-08-17T13:19:47Z
T501146,2026-08-17,ACC-1009,CR-389776-C,FND-109,BUY,230.4101,2026-08-17T17:10:53Z
T501150,2026-08-17,ACC-1008,CR-897247-G,FND-107,BUY,236.2387,2026-08-17T13:26:17Z
T501152,2026-08-17,ACC-1016,CR-994125-A,FND-104,SELL,32.4647,2026-08-17T17:05:51Z
T501156,2026-08-17,ACC-1013,CR-239949-H,FND-104,SELL,23.4015,2026-08-17T13:17:17Z
T501157,2026-08-17,ACC-1019,CR-572467-J,FND-103,SELL,194.4549,2026-08-17T15:29:25Z
T501161,2026-08-17,ACC-1018,CR-681846-G,FND-107,BUY,188.3488,2026-08-17T16:06:43Z
T501164,2026-08-17,ACC-1012,CR-131183-C,FND-103,BUY,287.5382,2026-08-17T21:30:45Z
T501169,2026-08-17,ACC-1003,CR-952930-B,FND-105,BUY,262.0479,2026-08-17T15:20:49Z
T501174,2026-08-17,ACC-1024,CR-227554-G,FND-102,BUY,57.6288,2026-08-17T15:40:47Z
T501179,2026-08-17,ACC-1010,CR-943043-B,FND-107,SELL,12.1755,2026-08-17T14:47:57Z
T501180,2026-08-17,ACC-1039,CR-218347-C,FND-109,BUY,254.4116,2026-08-17T20:12:31Z
T501185,2026-08-17,ACC-1039,CR-218347-C,FND-101,BUY,26.8662,2026-08-17T14:29:26Z
T501186,2026-08-17,ACC-1031,CR-414702-G,FND-103,BUY,111.7862,2026-08-17T15:38:18Z
T501188,2026-08-17,ACC-1023,CR-606871-D,FND-102,BUY,216.3812,2026-08-17T21:14:17Z
