txn_id,batch_date,account_id,client_ref,fund_code,txn_type,units,trade_ts
T502326,2026-09-01,ACC-1003,CR-952930-B,FND-102,BUY,255.6712,2026-09-01T00:52:40Z
T502333,2026-09-01,ACC-1024,CR-227554-G,FND-106,BUY,514.3974,2026-09-01T01:18:16Z
T502334,2026-09-01,ACC-1023,CR-606871-D,FND-103,BUY,226.0112,2026-09-01T02:55:42Z
T502336,2026-09-01,ACC-1033,CR-884054-A,FND-104,BUY,332.5476,2026-09-01T03:39:52Z
T502372,2026-09-01,ACC-1031,CR-414702-G,FND-103,SELL,345.2091,2026-09-01T13:57:45Z
T502388,2026-09-01,ACC-1007,CR-490152-D,FND-109,BUY,165.0947,2026-09-01T14:05:07Z
T502392,2026-09-01,ACC-1036,CR-353521-J,FND-102,SELL,10.9667,2026-09-01T14:48:30Z
T502353,2026-09-01,ACC-1027,CR-866359-C,FND-103,BUY,87.2378,2026-09-01T14:59:12Z
T502363,2026-09-01,ACC-1021,CR-478599-B,FND-108,BUY,70.8650,2026-09-01T15:52:26Z
T502350,2026-09-01,ACC-1025,CR-248506-E,FND-106,BUY,232.8979,2026-09-01T15:57:10Z
T502378,2026-09-01,ACC-1022,CR-996587-K,FND-103,SELL,98.6788,2026-09-01T16:05:05Z
T502339,2026-09-01,ACC-1024,CR-227554-G,FND-103,BUY,173.2565,2026-09-01T16:25:58Z
T502343,2026-09-01,ACC-1038,CR-762956-G,FND-103,BUY,105.1201,2026-09-01T16:31:09Z
T502354,2026-09-01,ACC-1017,CR-261758-G,FND-101,SELL,74.1073,2026-09-01T17:30:23Z
T502359,2026-09-01,ACC-1020,CR-788569-K,FND-106,BUY,145.6291,2026-09-01T18:55:29Z
T502370,2026-09-01,ACC-1008,CR-897247-G,FND-104,SELL,149.3021,2026-09-01T20:18:49Z
T502383,2026-09-01,ACC-1040,CR-593506-B,FND-108,BUY,157.6728,2026-09-01T20:36:01Z
T502390,2026-09-01,ACC-1034,CR-420805-E,FND-108,BUY,96.3337,2026-09-01T20:48:10Z
