txn_id,batch_date,account_id,client_ref,fund_code,txn_type,units,trade_ts
T500775,2026-08-12,ACC-1009,CR-389776-C,FND-106,BUY,293.6065,2026-08-12T19:26:42Z
T500777,2026-08-12,ACC-1007,CR-490152-D,FND-109,BUY,151.7214,2026-08-12T17:33:28Z
T500779,2026-08-12,ACC-1029,CR-499954-J,FND-109,BUY,200.2560,2026-08-12T18:20:20Z
T500784,2026-08-12,ACC-1024,CR-227554-G,FND-109,BUY,154.4265,2026-08-12T20:55:52Z
T500785,2026-08-12,ACC-1035,CR-848470-F,FND-106,BUY,78.9872,2026-08-12T13:39:31Z
T500789,2026-08-12,ACC-1013,CR-239949-H,FND-109,BUY,111.0601,2026-08-12T13:37:27Z
T500795,2026-08-12,ACC-1002,CR-818622-G,FND-102,SELL,492.5026,2026-08-12T17:42:14Z
T500801,2026-08-12,ACC-1026,CR-566361-F,FND-101,BUY,9.3308,2026-08-12T13:50:25Z
T500802,2026-08-12,ACC-1035,CR-848470-F,FND-104,BUY,140.3296,2026-08-12T19:55:57Z
T500806,2026-08-12,ACC-1018,CR-681846-G,FND-106,BUY,210.5913,2026-08-12T18:12:31Z
T500813,2026-08-12,ACC-1036,CR-353521-J,FND-102,SELL,78.1961,2026-08-12T14:05:26Z
T500814,2026-08-12,ACC-1012,CR-131183-C,FND-108,BUY,201.2751,2026-08-12T16:30:09Z
T500818,2026-08-12,ACC-1039,CR-218347-C,FND-108,BUY,279.7107,2026-08-12T15:22:22Z
T500820,2026-08-12,ACC-1033,CR-884054-A,FND-102,BUY,151.3288,2026-08-12T19:17:40Z
T500827,2026-08-12,ACC-1026,CR-566361-F,FND-103,BUY,261.7009,2026-08-12T17:11:52Z
T500832,2026-08-12,ACC-1002,CR-818622-G,FND-106,BUY,111.3485,2026-08-12T15:28:23Z
T500833,2026-08-12,ACC-1022,CR-996587-K,FND-102,BUY,209.4915,2026-08-12T14:05:46Z
T500836,2026-08-12,ACC-1018,CR-681846-G,FND-108,BUY,29.1632,2026-08-12T16:55:22Z
T500843,2026-08-12,ACC-1004,CR-394617-B,FND-106,SELL,86.5907,2026-08-12T13:05:14Z
T500847,2026-08-12,ACC-1036,CR-353521-J,FND-106,BUY,235.1880,2026-08-12T21:56:05Z
T500851,2026-08-12,ACC-1005,CR-964011-B,FND-102,BUY,105.5894,2026-08-12T21:47:28Z
T500854,2026-08-12,ACC-1037,CR-894798-D,FND-101,BUY,287.0488,2026-08-12T17:18:32Z
T500856,2026-08-12,ACC-1003,CR-952930-B,FND-102,BUY,151.5252,2026-08-12T15:31:01Z
T500857,2026-08-12,ACC-1013,CR-239949-H,FND-101,BUY,115.5083,2026-08-12T13:53:17Z
T500864,2026-08-12,ACC-1029,CR-499954-J,FND-107,BUY,79.7402,2026-08-12T14:57:56Z
T500865,2026-08-12,ACC-1039,CR-218347-C,FND-108,BUY,150.6918,2026-08-12T21:40:07Z
