txn_id,batch_date,account_id,client_ref,fund_code,txn_type,units,trade_ts
T500870,2026-08-13,ACC-1011,CR-136745-E,FND-103,BUY,29.8526,2026-08-13T19:09:11Z
T500874,2026-08-13,ACC-1010,CR-943043-B,FND-107,BUY,195.5500,2026-08-13T15:36:41Z
T500875,2026-08-13,ACC-1003,CR-952930-B,FND-106,SELL,64.4461,2026-08-13T20:24:23Z
T500877,2026-08-13,ACC-1037,CR-894798-D,FND-106,BUY,288.0340,2026-08-13T14:16:20Z
T500883,2026-08-13,ACC-1008,CR-897247-G,FND-104,BUY,183.9579,2026-08-13T20:02:59Z
T500887,2026-08-13,ACC-1007,CR-490152-D,FND-102,SELL,78.7405,2026-08-13T18:31:18Z
T500891,2026-08-13,ACC-1036,CR-353521-J,FND-102,SELL,22.4325,2026-08-13T15:03:02Z
T500898,2026-08-13,ACC-1030,CR-910870-D,FND-108,BUY,142.3371,2026-08-13T13:00:47Z
T500905,2026-08-13,ACC-1023,CR-606871-D,FND-101,SELL,286.4689,2026-08-13T17:08:57Z
T500907,2026-08-13,ACC-1021,CR-478599-B,FND-106,BUY,98.0793,2026-08-13T15:58:42Z
T500913,2026-08-13,ACC-1027,CR-866359-C,FND-104,BUY,43.5219,2026-08-13T16:33:03Z
T500916,2026-08-13,ACC-1017,CR-261758-G,FND-105,BUY,35.0507,2026-08-13T13:01:23Z
T500919,2026-08-13,ACC-1023,CR-606871-D,FND-102,BUY,126.9092,2026-08-13T18:23:37Z
T500921,2026-08-13,ACC-1022,CR-996587-K,FND-109,BUY,223.6468,2026-08-13T21:56:23Z
T500925,2026-08-13,ACC-1024,CR-227554-G,FND-106,BUY,117.1850,2026-08-13T17:24:28Z
T500930,2026-08-13,ACC-1020,CR-788569-K,FND-102,SELL,89.3264,2026-08-13T20:19:44Z
T500932,2026-08-13,ACC-1016,CR-994125-A,FND-101,BUY,37.9679,2026-08-13T13:56:51Z
T500933,2026-08-13,ACC-1024,CR-227554-G,FND-102,BUY,115.5341,2026-08-13T13:11:31Z
T500934,2026-08-13,ACC-1005,CR-964011-B,FND-108,BUY,54.8014,2026-08-13T17:37:18Z
T500937,2026-08-13,ACC-1027,CR-866359-C,FND-104,SELL,13.1463,2026-08-13T21:17:27Z
T500944,2026-08-13,ACC-1035,CR-848470-F,FND-104,BUY,225.7957,2026-08-13T21:12:20Z
T500951,2026-08-13,ACC-1021,CR-478599-B,FND-109,SELL,92.7465,2026-08-13T17:47:02Z
T500955,2026-08-13,ACC-1015,CR-668840-D,FND-102,SELL,256.8676,2026-08-13T13:57:45Z
T500961,2026-08-13,ACC-1026,CR-566361-F,FND-106,BUY,107.4239,2026-08-13T21:29:48Z
T500964,2026-08-13,ACC-1007,CR-490152-D,FND-102,SELL,338.1218,2026-08-13T17:41:01Z
T500967,2026-08-13,ACC-1039,CR-218347-C,FND-104,BUY,48.6733,2026-08-13T17:11:54Z
T500973,2026-08-13,ACC-1030,CR-910870-D,FND-108,BUY,241.7119,2026-08-13T16:10:54Z
