txn_id,batch_date,account_id,client_ref,fund_code,txn_type,units,trade_ts
T502054,2026-08-28,ACC-1001,CR-443898-D,FND-108,BUY,174.0399,2026-08-28T14:45:20Z
T502061,2026-08-28,ACC-1019,CR-572467-J,FND-109,BUY,201.0240,2026-08-28T16:19:03Z
T502063,2026-08-28,ACC-1030,CR-910870-D,FND-103,BUY,256.5689,2026-08-28T19:08:34Z
T502068,2026-08-28,ACC-1026,CR-566361-F,FND-106,BUY,48.2783,2026-08-28T20:27:46Z
T502075,2026-08-28,ACC-1016,CR-994125-A,FND-106,BUY,76.5477,2026-08-28T20:54:54Z
T502079,2026-08-28,ACC-1034,CR-420805-E,FND-109,BUY,103.8730,2026-08-28T18:33:07Z
T502084,2026-08-28,ACC-1019,CR-572467-J,FND-105,BUY,25.3856,2026-08-28T19:59:59Z
T502089,2026-08-28,ACC-1011,CR-136745-E,FND-103,BUY,156.4643,2026-08-28T14:05:41Z
T502091,2026-08-28,ACC-1014,CR-413459-F,FND-106,BUY,75.5733,2026-08-28T21:55:40Z
T502096,2026-08-28,ACC-1004,CR-394617-B,FND-108,BUY,110.3623,2026-08-28T20:26:08Z
T502099,2026-08-28,ACC-1037,CR-894798-D,FND-108,BUY,33.4697,2026-08-28T19:23:34Z
T502106,2026-08-28,ACC-1022,CR-996587-K,FND-103,BUY,264.5813,2026-08-28T13:33:07Z
T502113,2026-08-28,ACC-1040,CR-593506-B,FND-109,BUY,202.4075,2026-08-28T16:00:44Z
T502117,2026-08-28,ACC-1036,CR-353521-J,FND-107,SELL,117.7330,2026-08-28T21:17:58Z
T502120,2026-08-28,ACC-1022,CR-996587-K,FND-109,BUY,65.6818,2026-08-28T21:37:52Z
T502121,2026-08-28,ACC-1016,CR-994125-A,FND-109,BUY,289.3013,2026-08-28T19:02:04Z
T502123,2026-08-28,ACC-1020,CR-788569-K,FND-101,SELL,415.5884,2026-08-28T15:29:02Z
T502124,2026-08-28,ACC-1009,CR-389776-C,FND-108,BUY,83.6052,2026-08-28T17:53:08Z
T502127,2026-08-28,ACC-1028,CR-130212-A,FND-105,BUY,15.5757,2026-08-28T15:27:41Z
T502133,2026-08-28,ACC-1038,CR-762956-G,FND-105,SELL,27.2288,2026-08-28T18:06:25Z
T502140,2026-08-28,ACC-1024,CR-227554-G,FND-107,BUY,261.1120,2026-08-28T21:22:25Z
T502145,2026-08-28,ACC-1005,CR-964011-B,FND-105,SELL,490.2111,2026-08-28T20:57:56Z
T502148,2026-08-28,ACC-1013,CR-239949-H,FND-104,BUY,80.6399,2026-08-28T16:11:30Z
T502151,2026-08-28,ACC-1003,CR-952930-B,FND-102,SELL,137.0374,2026-08-28T13:50:51Z
T502153,2026-08-28,ACC-1016,CR-994125-A,FND-106,SELL,296.0785,2026-08-28T21:05:41Z
T502154,2026-08-28,ACC-1017,CR-261758-G,FND-106,BUY,37.9670,2026-08-28T14:48:39Z
T502158,2026-08-28,ACC-1004,CR-394617-B,FND-106,BUY,274.9133,2026-08-28T19:30:01Z
T502161,2026-08-28,ACC-1023,CR-606871-D,FND-102,BUY,219.0021,2026-08-28T14:00:26Z
T502168,2026-08-28,ACC-1029,CR-499954-J,FND-105,SELL,189.6488,2026-08-28T16:04:23Z
T502170,2026-08-28,ACC-1016,CR-994125-A,FND-106,SELL,37.3435,2026-08-28T17:13:54Z
T502174,2026-08-28,ACC-1030,CR-910870-D,FND-102,SELL,65.0467,2026-08-28T16:56:26Z
T502178,2026-08-28,ACC-1001,CR-443898-D,FND-108,BUY,295.5916,2026-08-28T15:06:19Z
T502182,2026-08-28,ACC-1027,CR-866359-C,FND-101,BUY,57.5412,2026-08-28T16:43:51Z
T502187,2026-08-28,ACC-1024,CR-227554-G,FND-104,BUY,204.1185,2026-08-28T13:33:07Z
