txn_id,batch_date,account_id,client_ref,fund_code,txn_type,units,trade_ts
T500678,2026-08-11,ACC-1029,CR-499954-J,FND-101,SELL,35.4937,2026-08-11T18:08:14Z
T500684,2026-08-11,ACC-1003,CR-952930-B,FND-102,BUY,13.6087,2026-08-11T19:40:29Z
T500685,2026-08-11,ACC-1021,CR-478599-B,FND-105,BUY,152.0531,2026-08-11T17:14:23Z
T500689,2026-08-11,ACC-1040,CR-593506-B,FND-101,SELL,95.1604,2026-08-11T14:37:26Z
T500693,2026-08-11,ACC-1011,CR-136745-E,FND-103,BUY,150.3239,2026-08-11T18:16:32Z
T500695,2026-08-11,ACC-1038,CR-762956-G,FND-109,SELL,463.7198,2026-08-11T18:52:01Z
T500696,2026-08-11,ACC-1014,CR-413459-F,FND-102,SELL,348.9213,2026-08-11T15:05:05Z
T500700,2026-08-11,ACC-1024,CR-227554-G,FND-108,BUY,229.0923,2026-08-11T20:39:06Z
T500705,2026-08-11,ACC-1014,CR-413459-F,FND-106,SELL,355.1584,2026-08-11T13:00:59Z
T500712,2026-08-11,ACC-1008,CR-897247-G,FND-104,SELL,88.1743,2026-08-11T21:32:16Z
T500715,2026-08-11,ACC-1015,CR-668840-D,FND-104,BUY,163.4672,2026-08-11T14:25:16Z
T500721,2026-08-11,ACC-1011,CR-136745-E,FND-103,BUY,47.1682,2026-08-11T16:34:09Z
T500726,2026-08-11,ACC-1022,CR-996587-K,FND-109,SELL,146.4878,2026-08-11T17:10:54Z
T500732,2026-08-11,ACC-1025,CR-248506-E,FND-104,BUY,199.5274,2026-08-11T16:55:30Z
T500734,2026-08-11,ACC-1024,CR-227554-G,FND-109,BUY,171.8963,2026-08-11T20:35:01Z
T500737,2026-08-11,ACC-1022,CR-996587-K,FND-106,SELL,92.9413,2026-08-11T19:27:03Z
T500739,2026-08-11,ACC-1038,CR-762956-G,FND-104,BUY,294.4060,2026-08-11T13:22:56Z
T500744,2026-08-11,ACC-1026,CR-566361-F,FND-101,SELL,155.1036,2026-08-11T13:43:20Z
T500746,2026-08-11,ACC-1015,CR-668840-D,FND-102,SELL,392.5159,2026-08-11T14:31:16Z
T500753,2026-08-11,ACC-1022,CR-996587-K,FND-102,BUY,85.4715,2026-08-11T19:46:50Z
T500755,2026-08-11,ACC-1012,CR-131183-C,FND-104,BUY,251.4448,2026-08-11T18:24:45Z
T500762,2026-08-11,ACC-1012,CR-131183-C,FND-103,SELL,222.0105,2026-08-11T20:43:02Z
T500766,2026-08-11,ACC-1025,CR-248506-E,FND-106,SELL,88.7695,2026-08-11T21:13:05Z
T500768,2026-08-11,ACC-1002,CR-818622-G,FND-106,BUY,257.5916,2026-08-11T18:25:58Z
