txn_id,batch_date,account_id,client_ref,fund_code,txn_type,units,trade_ts
T501737,2026-08-25,ACC-1022,CR-996587-K,FND-109,SELL,62.6012,2026-08-25T16:13:52Z
T501739,2026-08-25,ACC-1012,CR-131183-C,FND-106,SELL,2.6183,2026-08-25T20:10:20Z
T501741,2026-08-25,ACC-1001,CR-443898-D,FND-109,BUY,22.6795,2026-08-25T20:29:39Z
T501745,2026-08-25,ACC-1021,CR-478599-B,FND-106,SELL,274.8990,2026-08-25T17:45:17Z
T501752,2026-08-25,ACC-1022,CR-996587-K,FND-105,BUY,202.1851,2026-08-25T17:43:12Z
T501757,2026-08-25,ACC-1010,CR-943043-B,FND-108,SELL,170.7675,2026-08-25T13:49:18Z
T501761,2026-08-25,ACC-1022,CR-996587-K,FND-108,SELL,73.0166,2026-08-25T14:00:33Z
T501766,2026-08-25,ACC-1032,CR-613628-C,FND-103,BUY,140.8590,2026-08-25T16:40:16Z
T501767,2026-08-25,ACC-1005,CR-964011-B,FND-102,BUY,206.0991,2026-08-25T18:58:36Z
T501771,2026-08-25,ACC-1018,CR-681846-G,FND-106,BUY,133.8348,2026-08-25T16:53:19Z
T501778,2026-08-25,ACC-1028,CR-130212-A,FND-107,SELL,29.0435,2026-08-25T16:26:40Z
T501783,2026-08-25,ACC-1013,CR-239949-H,FND-101,SELL,41.9764,2026-08-25T14:03:55Z
T501790,2026-08-25,ACC-1016,CR-994125-A,FND-108,SELL,170.2508,2026-08-25T15:27:07Z
T501795,2026-08-25,ACC-1027,CR-866359-C,FND-106,BUY,54.7099,2026-08-25T16:45:34Z
T501799,2026-08-25,ACC-1040,CR-593506-B,FND-109,BUY,59.2782,2026-08-25T21:40:00Z
T501801,2026-08-25,ACC-1029,CR-499954-J,FND-103,BUY,81.2908,2026-08-25T17:22:18Z
T501805,2026-08-25,ACC-1014,CR-413459-F,FND-109,BUY,289.9590,2026-08-25T20:55:21Z
T501808,2026-08-25,ACC-1026,CR-566361-F,FND-102,BUY,213.8360,2026-08-25T13:14:29Z
T501812,2026-08-25,ACC-1038,CR-762956-G,FND-101,SELL,143.1289,2026-08-25T16:23:57Z
T501819,2026-08-25,ACC-1015,CR-668840-D,FND-104,SELL,10.3538,2026-08-25T16:30:05Z
T501825,2026-08-25,ACC-1009,CR-389776-C,FND-102,BUY,170.3064,2026-08-25T15:23:51Z
T501826,2026-08-25,ACC-1016,CR-994125-A,FND-103,BUY,17.4333,2026-08-25T21:51:29Z
T501833,2026-08-25,ACC-1008,CR-897247-G,FND-105,SELL,284.8657,2026-08-25T20:02:29Z
